,season,season_elo,team_id
47761,1996,1519.64590077,1164
52089,1997,1533.18398291,1164
56272,1998,1547.10421047,1164
60387,1999,1460.17431534,1164
65013,2000,1385.57226024,1164
69402,2001,1326.54346351,1164
73920,2002,1161.89986469,1164
78567,2003,1209.75384537,1164
83216,2004,1289.09943924,1164
87861,2005,1316.45576209,1164
92539,2006,1269.68560791,1164
97571,2007,1246.57723559,1164
102851,2008,1258.22620667,1164
108081,2009,1263.41109136,1164
113255,2010,1150.48555439,1164
118539,2011,1232.92815151,1164
123729,2012,1247.01569196,1164
129044,2013,1165.34066765,1164
134511,2014,1189.31144504,1164
139771,2015,1151.96981371,1164
145195,2016,1136.76296569,1164
150485,2017,1101.2931308,1164
3711,1985,1512.02254802,1165
7302,1986,1500.44422307,1165
11151,1987,1498.31779883,1165
15179,1988,1498.12166592,1165
19170,1989,1378.80823255,1165
23265,1990,1332.69583647,1165
27348,1991,1316.64178799,1165
31537,1992,1275.864473,1165
35472,1993,1400.4714696,1165
39636,1994,1301.69279741,1165
43614,1995,1191.24533363,1165
47755,1996,1209.22520159,1165
51902,1997,1300.98927705,1165
56077,1998,1258.40774487,1165
60294,1999,1266.68217236,1165
64768,2000,1223.07898871,1165
69227,2001,1175.44976263,1165
73814,2002,1137.91080638,1165
78433,2003,1152.19600349,1165
82958,2004,1226.96929025,1165
87637,2005,1276.68153233,1165
92404,2006,1302.84455951,1165
97433,2007,1355.62484706,1165
102596,2008,1485.76058141,1165
107836,2009,1545.82155915,1165
113102,2010,1640.13005454,1165
118337,2011,1490.1680703,1165
123611,2012,1406.8403769,1165
128942,2013,1329.89335805,1165
134311,2014,1170.53984282,1165
139662,2015,1292.52492094,1165
144968,2016,1285.60937621,1165
150358,2017,1272.03368445,1165
3584,1985,1476.85596572,1166
7372,1986,1456.64515037,1166
11237,1987,1413.99148503,1166
15214,1988,1448.58766266,1166
19302,1989,1580.55338245,1166
23304,1990,1620.92209569,1166
27464,1991,1732.50924645,1166
31525,1992,1510.60258003,1166
35306,1993,1456.43945929,1166
39337,1994,1375.59873827,1166
43444,1995,1350.07552072,1166
47742,1996,1449.80806486,1166
51886,1997,1518.74576435,1166
56017,1998,1610.22839943,1166
60365,1999,1687.36090456,1166
64878,2000,1738.85634469,1166
69317,2001,1784.93689197,1166
73892,2002,1776.63656277,1166
78512,2003,1832.31726727,1166
82999,2004,1748.33478054,1166
87754,2005,1759.03295153,1166
92344,2006,1744.69568421,1166
97525,2007,1784.20479293,1166
102601,2008,1750.05264727,1166
107848,2009,1799.95357437,1166
113054,2010,1696.22751902,1166
118368,2011,1694.96849993,1166
123688,2012,1801.92583617,1166
129013,2013,1855.81246829,1166
134550,2014,1931.48680597,1166
139801,2015,1785.82056145,1166
145201,2016,1809.15795112,1166
150675,2017,1892.33896831,1166
102449,2008,1334.32170144,1167
107682,2009,1300.40452109,1167
112949,2010,1277.02501698,1167
118200,2011,1259.80139901,1167
123280,2012,1359.32801239,1167
128924,2013,1366.13750819,1167
134515,2014,1349.56900896,1167
139866,2015,1342.56498432,1167
145263,2016,1504.38482294,1167
150663,2017,1566.91319814,1167
3670,1985,1522.87107123,1168
7481,1986,1508.45272911,1168
11387,1987,1568.86583773,1168
15346,1988,1562.61590194,1168
19390,1989,1547.34155519,1168
23396,1990,1529.47073998,1168
27544,1991,1500.13029652,1168
31664,1992,1511.10296243,1168
35644,1993,1551.14463013,1168
39677,1994,1493.979229,1168
43761,1995,1398.41458404,1168
47815,1996,1372.17218292,1168
52072,1997,1424.57979414,1168
56277,1998,1451.44916623,1168
60407,1999,1406.00508136,1168
64793,2000,1320.623893,1168
69421,2001,1258.88020771,1168
73764,2002,1242.3393928,1168
78600,2003,1301.56550539,1168
83110,2004,1362.70720801,1168
87881,2005,1495.1209633,1168
92568,2006,1495.16986844,1168
97651,2007,1490.20521796,1168
102852,2008,1621.9640162,1168
108042,2009,1495.19584966,1168
113312,2010,1452.84066728,1168
118521,2011,1372.38452217,1168
123816,2012,1488.90847252,1168
129099,2013,1432.88730163,1168
134455,2014,1392.96662858,1168
139626,2015,1316.38909185,1168
145169,2016,1299.66600248,1168
150642,2017,1393.07212575,1168
27481,1991,1329.78548466,1169
31370,1992,1340.57003765,1169
35346,1993,1320.03275045,1169
39441,1994,1286.56772039,1169
43822,1995,1292.01376154,1169
47687,1996,1235.32652132,1169
52099,1997,1377.84396556,1169
56242,1998,1398.08690815,1169
60425,1999,1472.46654673,1169
65010,2000,1541.80960814,1169
69469,2001,1615.58060626,1169
73963,2002,1501.08662144,1169
78595,2003,1479.23185644,1169
83222,2004,1463.75472592,1169
87876,2005,1546.00202393,1169
92532,2006,1403.51292276,1169
97581,2007,1374.89743288,1169
102816,2008,1510.43499491,1169
108117,2009,1547.9720417,1169
113248,2010,1427.39934679,1169
118593,2011,1419.88984193,1169
123464,2012,1321.1294593,1169
128835,2013,1379.99756679,1169
134538,2014,1400.29704106,1169
139836,2015,1336.99267499,1169
145045,2016,1322.63273279,1169
150556,2017,1350.48096388,1169
31011,1992,1271.92309054,1170
35284,1993,1184.17531252,1170
39387,1994,1081.38617868,1170
43773,1995,1112.20446919,1170
47668,1996,1137.5675754,1170
51894,1997,1106.87494431,1170
56109,1998,1069.00307662,1170
60246,1999,1063.04570678,1170
64755,2000,1159.2764143,1170
69230,2001,1158.91532508,1170
73817,2002,1198.35697547,1170
78542,2003,1292.79548875,1170
83046,2004,1358.17191995,1170
87719,2005,1342.21402795,1170
92524,2006,1376.40697745,1170
97256,2007,1321.33734155,1170
102442,2008,1210.34420165,1170
107626,2009,1126.6280102,1170
112838,2010,1181.68886461,1170
118224,2011,1166.34521214,1170
123281,2012,1246.74082127,1170
128965,2013,1271.31097445,1170
134470,2014,1328.81701228,1170
139855,2015,1402.80989206,1170
145181,2016,1346.03659751,1170
150559,2017,1316.41822834,1170
3453,1985,1351.76123637,1171
7247,1986,1348.84418422,1171
11284,1987,1384.550559,1171
15212,1988,1454.9955791,1171
19172,1989,1471.04040461,1171
23215,1990,1366.55305506,1171
27395,1991,1287.11564887,1171
31568,1992,1212.81876349,1171
35470,1993,1269.70460304,1171
39516,1994,1287.78197931,1171
43614,1995,1307.29552375,1171
47706,1996,1342.2753368,1171
51852,1997,1419.55982201,1171
56114,1998,1251.54636407,1171
60247,1999,1309.81131162,1171
64752,2000,1239.75932532,1171
69217,2001,1184.45186489,1171
73857,2002,1158.33059147,1171
78480,2003,1172.95342576,1171
83018,2004,1063.53840449,1171
87681,2005,1137.95870835,1171
92404,2006,1150.20092903,1171
97433,2007,1165.64169214,1171
102590,2008,1180.00977638,1171
107829,2009,1193.39317887,1171
113138,2010,1109.1264216,1171
118383,2011,1104.06268459,1171
123592,2012,1104.01492117,1171
128925,2013,1169.35701202,1171
134265,2014,1266.40576006,1171
139612,2015,1373.42802626,1171
145025,2016,1348.90965041,1171
150408,2017,1275.40560256,1171
3428,1985,1441.48831778,1172
7341,1986,1526.7199521,1172
11406,1987,1554.04436719,1172
15097,1988,1485.46905562,1172
19023,1989,1294.43632065,1172
23083,1990,1202.26919093,1172
27314,1991,1254.24154092,1172
31430,1992,1245.55526495,1172
35467,1993,1367.61600927,1172
39594,1994,1504.65022933,1172
43591,1995,1467.46083285,1172
47821,1996,1625.42618714,1172
51843,1997,1575.25860267,1172
56119,1998,1570.01308597,1172
60222,1999,1537.05796634,1172
64737,2000,1518.31216942,1172
69288,2001,1423.65473629,1172
73864,2002,1480.55649977,1172
78347,2003,1504.90958936,1172
82925,2004,1520.45539786,1172
87618,2005,1569.54417865,1172
92482,2006,1595.96184319,1172
97435,2007,1709.41784651,1172
102711,2008,1776.89376891,1172
107925,2009,1742.04739257,1172
113060,2010,1569.32061587,1172
118314,2011,1518.82956313,1172
123714,2012,1635.57910027,1172
129033,2013,1706.1045483,1172
134370,2014,1652.88257726,1172
139911,2015,1782.84002397,1172
145282,2016,1733.08083346,1172
150667,2017,1698.48326703,1172
3722,1985,1588.67129706,1173
7502,1986,1618.36990751,1173
11418,1987,1559.70519865,1173
15368,1988,1493.91091554,1173
19364,1989,1472.47933292,1173
23448,1990,1646.59577738,1173
27558,1991,1578.75539358,1173
31634,1992,1526.2220443,1173
35609,1993,1413.2127203,1173
39685,1994,1412.41080644,1173
43758,1995,1381.331386,1173
47855,1996,1462.76946452,1173
52004,1997,1517.8161296,1173
56204,1998,1654.87509526,1173
60416,1999,1603.86152314,1173
64988,2000,1680.340512,1173
69415,2001,1729.8739972,1173
74021,2002,1776.69972547,1173
78643,2003,1848.61753399,1173
83229,2004,1824.78382025,1173
87837,2005,1747.09229604,1173
92547,2006,1643.77683932,1173
97646,2007,1663.29212043,1173
102808,2008,1711.70765009,1173
108070,2009,1743.45961973,1173
113359,2010,1776.09636775,1173
118630,2011,1707.52348562,1173
123857,2012,1721.22886938,1173
129085,2013,1724.00546032,1173
134525,2014,1756.96895324,1173
139918,2015,1790.89704532,1173
145278,2016,1820.52323885,1173
150616,2017,1841.13910513,1173
3516,1985,1431.6531471,1174
7256,1986,1378.50642719,1174
11348,1987,1330.18338974,1174
15183,1988,1420.49628871,1174
19197,1989,1399.10484618,1174
23323,1990,1436.4018294,1174
27451,1991,1425.04818191,1174
31606,1992,1570.0862178,1174
35574,1993,1576.05512366,1174
39548,1994,1457.32396241,1174
43546,1995,1423.42296987,1174
47772,1996,1455.8331606,1174
51937,1997,1425.43784656,1174
56260,1998,1475.64001905,1174
60484,1999,1594.20705841,1174
65003,2000,1587.41676949,1174
69473,2001,1581.30463078,1174
73885,2002,1525.7624547,1174
78505,2003,1506.71378796,1174
82981,2004,1518.14062939,1174
87715,2005,1419.17945988,1174
92467,2006,1348.18979152,1174
97408,2007,1271.30536495,1174
102655,2008,1372.68082159,1174
107806,2009,1406.11207632,1174
113079,2010,1322.06616377,1174
118381,2011,1368.73696607,1174
123643,2012,1464.88151441,1174
129019,2013,1509.14959535,1174
134375,2014,1590.28970904,1174
139655,2015,1444.00467243,1174
144931,2016,1326.96894391,1174
150438,2017,1311.58669174,1174
3688,1985,1422.8824777,1175
7396,1986,1351.63459215,1175
11300,1987,1179.50861884,1175
15056,1988,1083.60597847,1175
19137,1989,1152.77124701,1175
23150,1990,1259.20427649,1175
27355,1991,1346.00139157,1175
31434,1992,1283.48882378,1175
35471,1993,1260.83555346,1175
39650,1994,1168.72958364,1175
43485,1995,1112.04644568,1175
47669,1996,1119.90420318,1175
52003,1997,1102.79564073,1175
56188,1998,1075.11430293,1175
60377,1999,1054.60831261,1175
64889,2000,1044.06343736,1175
69400,2001,1154.90915022,1175
73995,2002,1245.84358602,1175
78545,2003,1274.60039645,1175
83178,2004,1290.93563706,1175
87886,2005,1359.62275359,1175
92647,2006,1397.6746401,1175
97689,2007,1412.88405047,1175
102828,2008,1346.99591181,1175
107969,2009,1227.06641827,1175
113346,2010,1261.7262014,1175
118482,2011,1178.09137835,1175
123782,2012,1244.90626206,1175
129154,2013,1234.06721264,1175
134389,2014,1171.95189522,1175
139899,2015,1245.03079157,1175
145101,2016,1122.14363765,1175
150499,2017,1084.40948636,1175
59971,1999,1352.92124989,1176
64794,2000,1302.65951161,1176
69180,2001,1314.42162917,1176
73715,2002,1303.85402405,1176
78520,2003,1443.2754526,1176
82714,2004,1448.63046279,1176
87777,2005,1570.28249147,1176
92514,2006,1514.97542565,1176
97337,2007,1289.84808552,1176
102498,2008,1336.50419308,1176
107919,2009,1406.36575615,1176
113221,2010,1467.31959199,1176
118343,2011,1442.75498892,1176
123723,2012,1599.29771073,1176
129125,2013,1692.74055911,1176
134381,2014,1586.34131927,1176
139650,2015,1487.64068524,1176
145100,2016,1468.88131536,1176
150472,2017,1464.96526095,1176
3716,1985,1619.23424261,1177
7488,1986,1618.59428946,1177
11397,1987,1787.91791185,1177
15356,1988,1798.1517627,1177
19398,1989,1770.94577606,1177
23449,1990,1697.43640088,1177
27564,1991,1769.65158506,1177
31666,1992,1766.88837847,1177
35634,1993,1670.79110832,1177
39666,1994,1682.50818721,1177
43742,1995,1733.35605182,1177
47879,1996,1665.63030849,1177
51996,1997,1489.99768668,1177
56167,1998,1444.21747229,1177
60442,1999,1619.60088572,1177
65015,2000,1745.7866231,1177
69373,2001,1663.06195411,1177
73730,2002,1562.11643526,1177
78551,2003,1640.56448489,1177
83212,2004,1737.86373499,1177
87839,2005,1773.57283922,1177
92437,2006,1736.88796573,1177
97589,2007,1785.84727082,1177
102695,2008,1709.60858531,1177
107992,2009,1560.44956249,1177
113240,2010,1517.79747667,1177
118470,2011,1476.07881464,1177
123726,2012,1558.05629204,1177
129049,2013,1546.02350063,1177
134444,2014,1554.42513691,1177
139759,2015,1579.73555007,1177
145128,2016,1554.71868933,1177
150547,2017,1502.22484391,1177
3677,1985,1524.48795611,1178
7234,1986,1484.01622415,1178
11079,1987,1364.18660299,1178
15381,1988,1321.70290026,1178
19329,1989,1322.80824925,1178
23379,1990,1347.4540279,1178
27523,1991,1374.44574226,1178
31628,1992,1406.05535098,1178
35608,1993,1500.87091277,1178
39643,1994,1527.02070961,1178
43689,1995,1524.5147589,1178
47836,1996,1565.9690102,1178
51845,1997,1571.25826287,1178
56141,1998,1679.55756052,1178
60374,1999,1731.68258257,1178
64877,2000,1628.68800541,1178
69353,2001,1651.83944342,1178
73868,2002,1608.79926328,1178
78391,2003,1637.52383007,1178
83048,2004,1646.34936637,1178
87779,2005,1572.06495345,1178
92359,2006,1531.19413587,1178
97294,2007,1483.4055069,1178
102474,2008,1390.55450585,1178
107681,2009,1327.20101081,1178
113186,2010,1497.75130569,1178
118315,2011,1553.93292182,1178
123728,2012,1640.45279872,1178
129009,2013,1665.33128418,1178
134117,2014,1518.53518363,1178
139572,2015,1493.68141038,1178
145090,2016,1504.94206929,1178
150343,2017,1358.75551238,1178
3322,1985,1468.76239552,1179
7406,1986,1526.67858563,1179
11205,1987,1535.57521457,1179
15145,1988,1514.40491676,1179
19286,1989,1496.66202802,1179
23233,1990,1458.53894922,1179
27349,1991,1376.02948323,1179
31344,1992,1351.77909306,1179
35552,1993,1440.68077407,1179
39579,1994,1452.55451048,1179
43655,1995,1485.9794306,1179
47700,1996,1479.58836892,1179
51837,1997,1367.87925874,1179
55986,1998,1253.30634257,1179
60207,1999,1338.40881639,1179
64789,2000,1399.43025817,1179
69187,2001,1473.13244743,1179
73785,2002,1494.24453236,1179
78359,2003,1416.64699066,1179
83049,2004,1453.86746968,1179
87721,2005,1486.59815442,1179
92323,2006,1478.1406979,1179
97413,2007,1567.6271245,1179
102678,2008,1787.60490433,1179
107766,2009,1667.17057453,1179
113073,2010,1612.57282663,1179
118259,2011,1548.44418694,1179
123558,2012,1597.75343051,1179
128873,2013,1608.39644503,1179
134167,2014,1540.8807338,1179
139519,2015,1462.57687326,1179
144897,2016,1396.80375796,1179
150264,2017,1356.35021309,1179
3479,1985,1416.11877369,1180
7355,1986,1494.69231938,1180
11363,1987,1450.87002257,1180
15197,1988,1494.32546328,1180
19188,1989,1433.36992271,1180
23242,1990,1421.1640526,1180
27399,1991,1380.54466278,1180
31606,1992,1427.52512553,1180
35574,1993,1506.00525609,1180
39629,1994,1585.36063598,1180
43616,1995,1607.58509873,1180
47869,1996,1698.16836468,1180
52053,1997,1687.02739606,1180
56115,1998,1528.42756438,1180
60484,1999,1542.90195141,1180
64850,2000,1427.77536341,1180
69257,2001,1439.75351863,1180
73768,2002,1462.93416013,1180
78527,2003,1536.91359674,1180
83037,2004,1586.78113348,1180
87650,2005,1606.08706774,1180
92353,2006,1572.35789538,1180
97545,2007,1661.6028839,1180
102561,2008,1457.94901858,1180
107819,2009,1503.89546463,1180
113065,2010,1509.82424583,1180
118419,2011,1574.27589622,1180
123721,2012,1695.64157678,1180
128939,2013,1574.14271803,1180
134304,2014,1546.32192382,1180
139574,2015,1449.99300152,1180
144990,2016,1348.94145347,1180
150329,2017,1318.12014568,1180
3713,1985,1668.57917236,1181
7515,1986,1834.73877075,1181
11369,1987,1821.98442751,1181
15383,1988,1896.25768738,1181
19426,1989,1931.31978526,1181
23450,1990,1908.65930516,1181
27590,1991,1953.70776316,1181
31713,1992,2044.61441806,1181
35637,1993,2029.93637611,1181
39755,1994,2029.9477289,1181
43803,1995,1849.38925857,1181
47912,1996,1875.86747804,1181
52071,1997,1944.17157169,1181
56283,1998,2070.05775531,1181
60503,1999,2195.78638574,1181
65023,2000,2194.45272332,1181
69489,2001,2208.18812793,1181
74044,2002,2217.50811249,1181
78660,2003,2135.65281029,1181
83232,2004,2120.93810328,1181
87905,2005,2113.7650417,1181
92662,2006,2139.22545826,1181
97622,2007,2029.01001707,1181
102850,2008,2066.74315719,1181
108118,2009,2058.95394731,1181
113381,2010,2092.02610211,1181
118627,2011,2108.27368274,1181
123859,2012,2077.16123423,1181
129146,2013,2060.84759521,1181
134565,2014,2042.74516929,1181
139868,2015,2084.9712563,1181
145187,2016,2022.34982461,1181
150655,2017,2044.49700607,1181
3699,1985,1410.88047474,1182
7310,1986,1476.57835133,1182
11257,1987,1439.60269196,1182
15233,1988,1412.76556621,1182
19278,1989,1462.53956074,1182
23322,1990,1407.56781143,1182
27448,1991,1460.2112374,1182
31604,1992,1515.23409038,1182
35667,1993,1553.78144712,1182
39634,1994,1605.2511507,1182
43699,1995,1541.95979966,1182
47856,1996,1515.11223509,1182
52007,1997,1516.06366585,1182
56173,1998,1502.0197166,1182
60393,1999,1397.09330869,1182
64902,2000,1438.064188,1182
69366,2001,1428.29533768,1182
73929,2002,1456.78046369,1182
78524,2003,1417.14260603,1182
83139,2004,1501.73756357,1182
87784,2005,1419.81513709,1182
92456,2006,1295.47790603,1182
97585,2007,1357.08163999,1182
102738,2008,1545.68466429,1182
108112,2009,1645.98879512,1182
113241,2010,1587.59389391,1182
118595,2011,1670.95043195,1182
123733,2012,1620.65201542,1182
128978,2013,1472.29837921,1182
134477,2014,1513.67365308,1182
139800,2015,1506.02671406,1182
145134,2016,1542.38157858,1182
150535,2017,1484.18377912,1182
3733,1985,1554.80771615,1183
7487,1986,1525.18799498,1183
11304,1987,1384.48906236,1183
15243,1988,1464.43915161,1183
19304,1989,1476.09256884,1183
23343,1990,1380.60521178,1183
27477,1991,1478.19774965,1183
31617,1992,1521.9223468,1183
35573,1993,1406.21626249,1183
39623,1994,1353.02634257,1183
43569,1995,1341.89012519,1183
47831,1996,1293.83384189,1183
51730,1997,1292.05696111,1183
55902,1998,1367.94059038,1183
60118,1999,1340.50137376,1183
64791,2000,1434.74474882,1183
69222,2001,1519.30873635,1183
73638,2002,1383.06988079,1183
78269,2003,1402.72430872,1183
82708,2004,1314.65115051,1183
87507,2005,1319.00476632,1183
92148,2006,1237.89014141,1183
97185,2007,1231.54845364,1183
102303,2008,1208.67897361,1183
107679,2009,1243.63555949,1183
113072,2010,1369.71510252,1183
118112,2011,1262.3682565,1183
123289,2012,1231.90578631,1183
128813,2013,1261.18403678,1183
134146,2014,1254.87654372,1183
139517,2015,1314.37802808,1183
144849,2016,1314.60641058,1183
150038,2017,1316.06045619,1183
3543,1985,1489.32237403,1184
7359,1986,1419.15822347,1184
11394,1987,1528.6958368,1184
15263,1988,1553.98742787,1184
19264,1989,1357.79307974,1184
23331,1990,1396.51272086,1184
27440,1991,1470.84379224,1184
31591,1992,1502.28965697,1184
35447,1993,1517.92196794,1184
39448,1994,1471.45253979,1184
43582,1995,1385.61502646,1184
47626,1996,1359.88051581,1184
51573,1997,1267.50591275,1184
55893,1998,1268.6381692,1184
60004,1999,1143.81858818,1184
64552,2000,1112.74020053,1184
68932,2001,1111.12430484,1184
73559,2002,1113.48313573,1184
78261,2003,1179.43219354,1184
82918,2004,1306.1064152,1184
87643,2005,1427.72884599,1184
92246,2006,1360.01551509,1184
97439,2007,1429.16194967,1184
102445,2008,1358.87045721,1184
107688,2009,1411.75736375,1184
112947,2010,1429.27957821,1184
118236,2011,1352.73058227,1184
123495,2012,1297.55059411,1184
128884,2013,1453.79194931,1184
134271,2014,1534.52193071,1184
139570,2015,1560.97768006,1184
144733,2016,1445.26015227,1184
150035,2017,1336.60634683,1184
3593,1985,1503.75818341,1185
7243,1986,1430.0686415,1185
11350,1987,1489.62727796,1185
15294,1988,1588.81187423,1185
19397,1989,1530.76112407,1185
23444,1990,1536.93386994,1185
27587,1991,1676.14600377,1185
31667,1992,1480.50420084,1185
35628,1993,1477.62277398,1185
39644,1994,1490.70742732,1185
43740,1995,1573.28792393,1185
47934,1996,1690.95499913,1185
52096,1997,1649.75879892,1185
56164,1998,1678.72621282,1185
60127,1999,1494.62797538,1185
64656,2000,1506.92813317,1185
69347,2001,1325.05325999,1185
73900,2002,1255.79241597,1185
78518,2003,1355.81940478,1185
83085,2004,1398.73350988,1185
87751,2005,1382.77466211,1185
92518,2006,1353.78310552,1185
97636,2007,1391.46861761,1185
102805,2008,1444.86216502,1185
107964,2009,1346.95079466,1185
113274,2010,1420.95578291,1185
118465,2011,1339.5068041,1185
123716,2012,1359.23078296,1185
129134,2013,1392.53281234,1185
134527,2014,1513.05430096,1185
139834,2015,1541.96779305,1185
145155,2016,1524.04258783,1185
150548,2017,1515.15533323,1185
3457,1985,1420.94065186,1186
6807,1986,1491.83869659,1186
10774,1987,1295.30717411,1186
15165,1988,1221.02781013,1186
19158,1989,1251.16018951,1186
23452,1990,1464.31873618,1186
27365,1991,1407.89305181,1186
31509,1992,1308.41340052,1186
35462,1993,1239.06414008,1186
39592,1994,1178.91228086,1186
43638,1995,1221.35587394,1186
47743,1996,1146.46485524,1186
51777,1997,1201.84823939,1186
56185,1998,1337.06624407,1186
60433,1999,1319.06522128,1186
64981,2000,1444.02959308,1186
69469,2001,1498.52307267,1186
74036,2002,1491.19123354,1186
78557,2003,1512.58102599,1186
83112,2004,1545.1977942,1186
87667,2005,1395.90625967,1186
92522,2006,1449.74902423,1186
97119,2007,1438.06729393,1186
102463,2008,1388.43914878,1186
108090,2009,1353.93046548,1186
112799,2010,1304.40845588,1186
118425,2011,1334.89039397,1186
123734,2012,1388.32478231,1186
129007,2013,1311.24494239,1186
134345,2014,1370.59875822,1186
139896,2015,1499.62773071,1186
145171,2016,1443.79666303,1186
150649,2017,1469.01875254,1186
3654,1985,1359.40361923,1187
7236,1986,1335.98404862,1187
11230,1987,1373.74461017,1187
15182,1988,1319.57910915,1187
19255,1989,1397.8253971,1187
23226,1990,1395.1357051,1187
27398,1991,1382.03395214,1187
31482,1992,1351.13327176,1187
35575,1993,1407.12683222,1187
39562,1994,1470.30847136,1187
43598,1995,1509.43065032,1187
47819,1996,1474.75661255,1187
51871,1997,1521.91520421,1187
55938,1998,1456.70809774,1187
60211,1999,1465.01115133,1187
64711,2000,1383.12435441,1187
69026,2001,1417.6877075,1187
73923,2002,1455.16388441,1187
78452,2003,1469.99360125,1187
83113,2004,1530.87182694,1187
87702,2005,1473.60686359,1187
92551,2006,1380.44315006,1187
97587,2007,1273.03150761,1187
102750,2008,1358.31949724,1187
108004,2009,1403.57066695,1187
113252,2010,1374.88639768,1187
118583,2011,1517.17952369,1187
123813,2012,1537.6795244,1187
129126,2013,1574.33402099,1187
134430,2014,1505.07650514,1187
139876,2015,1519.12504797,1187
145203,2016,1475.26312189,1187
150637,2017,1520.32682339,1187
107945,2009,1333.72499327,1188
112622,2010,1202.62816918,1188
117859,2011,1138.14141638,1188
123468,2012,1173.46172039,1188
128616,2013,1170.7794064,1188
134149,2014,1206.22948109,1188
139476,2015,1272.32374013,1188
144546,2016,1214.91400632,1188
150038,2017,1185.68082685,1188
64488,2000,1394.02286162,1189
68943,2001,1230.30643338,1189
73745,2002,1245.08431938,1189
78275,2003,1253.47485181,1189
82895,2004,1294.53806922,1189
87560,2005,1275.98583499,1189
92406,2006,1353.43490199,1189
97341,2007,1280.03259793,1189
102711,2008,1351.98078152,1189
107833,2009,1311.45355203,1189
113178,2010,1277.25311417,1189
118334,2011,1326.25912511,1189
123689,2012,1342.48372202,1189
129012,2013,1424.66748444,1189
134342,2014,1441.09755707,1189
139704,2015,1403.53485434,1189
144934,2016,1426.81210359,1189
150453,2017,1481.00792946,1189
3296,1985,1390.60488521,1190
7253,1986,1401.50061061,1190
11010,1987,1281.48062405,1190
15206,1988,1329.58111845,1190
19254,1989,1435.18906929,1190
23300,1990,1614.10274641,1190
27435,1991,1714.869578,1190
31576,1992,1728.64255765,1190
35543,1993,1617.23985937,1190
39497,1994,1576.64833427,1190
43608,1995,1508.20466378,1190
47671,1996,1356.09955354,1190
51780,1997,1245.15813265,1190
55953,1998,1289.87146155,1190
60201,1999,1389.62102861,1190
64716,2000,1385.57047936,1190
69181,2001,1443.82202941,1190
73720,2002,1505.3627609,1190
78405,2003,1523.64301133,1190
82977,2004,1618.98499747,1190
87558,2005,1435.11676543,1190
92320,2006,1429.05280847,1190
97423,2007,1466.05527754,1190
102555,2008,1474.24586339,1190
107839,2009,1537.34342161,1190
113106,2010,1495.99589355,1190
118309,2011,1542.95188267,1190
123554,2012,1495.56510744,1190
128866,2013,1314.28960593,1190
134168,2014,1376.8246844,1190
139699,2015,1373.26050386,1190
145092,2016,1454.49548659,1190
150483,2017,1586.67535688,1190
3696,1985,1439.31614714,1191
7173,1986,1374.63466635,1191
11277,1987,1448.3072253,1191
15318,1988,1579.23419598,1191
19419,1989,1702.05079878,1191
23440,1990,1585.10031543,1191
27500,1991,1501.43816411,1191
31691,1992,1689.58416354,1191
35673,1993,1739.70586591,1191
39643,1994,1716.24149844,1191
43605,1995,1721.09587553,1191
47773,1996,1639.69554878,1191
51895,1997,1589.93415086,1191
56064,1998,1544.50990592,1191
60365,1999,1608.18609529,1191
64808,2000,1575.15371763,1191
69231,2001,1518.08570992,1191
73734,2002,1412.7320772,1191
78427,2003,1463.61972625,1191
83023,2004,1419.6664218,1191
87597,2005,1434.93222031,1191
92369,2006,1431.6363156,1191
97352,2007,1534.96780149,1191
102533,2008,1469.61002325,1191
107809,2009,1602.51353802,1191
113032,2010,1504.21157082,1191
118303,2011,1544.04089898,1191
123594,2012,1602.70354942,1191
128881,2013,1643.39821714,1191
134240,2014,1553.81016026,1191
139581,2015,1595.02447031,1191
145082,2016,1681.57833763,1191
150327,2017,1585.37016489,1191
3570,1985,1548.35690271,1192
7426,1986,1588.80465004,1192
11319,1987,1575.59825587,1192
15272,1988,1597.03983355,1192
19145,1989,1520.40636687,1192
23122,1990,1456.42647255,1192
27295,1991,1504.98337204,1192
31374,1992,1405.16192323,1192
35419,1993,1309.25998565,1192
39392,1994,1321.06090384,1192
43469,1995,1343.30578102,1192
47616,1996,1235.50414805,1192
51973,1997,1333.41911852,1192
56144,1998,1471.82431378,1192
60310,1999,1369.34884162,1192
64724,2000,1411.98227833,1192
69250,2001,1347.99662382,1192
73615,2002,1179.31840545,1192
78503,2003,1243.79823694,1192
83054,2004,1320.40958728,1192
87783,2005,1401.55020803,1192
92537,2006,1418.80174554,1192
97375,2007,1320.57038668,1192
102307,2008,1211.70350112,1192
107594,2009,1133.29648251,1192
113028,2010,1164.42137657,1192
118089,2011,1099.20974509,1192
123294,2012,1040.35865641,1192
128661,2013,1042.77052832,1192
134144,2014,1148.91694894,1192
139295,2015,1141.66760386,1192
145111,2016,1276.95681787,1192
150259,2017,1257.71257489,1192
3424,1985,1422.65044273,1193
7259,1986,1545.63035498,1193
11261,1987,1518.75804799,1193
15085,1988,1373.34308545,1193
19105,1989,1308.89305985,1193
23241,1990,1302.36225651,1193
27267,1991,1304.52163427,1193
31469,1992,1349.65678253,1193
35452,1993,1394.79507766,1193
39569,1994,1327.75285949,1193
43698,1995,1349.25913437,1193
47824,1996,1466.2697289,1193
51969,1997,1406.28063881,1193
55999,1998,1389.25310289,1193
60208,1999,1406.49413752,1193
64851,2000,1455.43325909,1193
69184,2001,1429.64937474,1193
